Number,Translator,Chinese Sentences,Gloss,Note
train-00394,A,他把大部分钱都捐赠给慈善事业了。,他/大/部分/钱/捐献/慈善/事业/有/。,
train-00395,A,他把车借给他弟弟了。,他/汽车/借2/弟弟/。,
train-00396,A,他故意把那个老人撞倒了。,他/故意/撞/那/老/人/。,
train-00397,A,他既不抽烟也不喝酒。,他/抽烟/喝/酒/不/。,
train-00398,A,他偶尔答应下。,他/偶尔2/答应/。,
train-00399,A,他昨天不在这。,他/昨天/不/在/这/。,
train-00400,A,他是一名很厉害的球员。,他/厉害/球员/是/。,球员
train-00401,A,他是个上门女婿。,他/上/门/女婿/是/。,
train-00402,A,他是个努力工作的人。,他/工作1/努力/。,
train-00403,A,他是个优秀的少年。,他/优秀/少年/是/。,
train-00404,A,他是个好人。,他/好/人/是/。,
train-00405,A,他是个和善的人。,他/善良/人/是/。,
train-00406,A,他是个谦虚的人。,他/谦虚/人/是/。,
train-00407,A,他是个性格开朗的人。,他/性格/开朗/。,
train-00408,A,他是个有能力的人。,他/能力/有/。,
train-00409,A,他是个混蛋。,他/人/坏/。,
train-00410,A,他是守信用的人。,他/承诺/违反2/。,
train-00411,A,他是怎么知道我们在哪的呢？,我/在/哪/他/知道/为什么/？,
train-00412,A,他是我同学。,他/我/同学/是/。,
train-00413,A,他是我爸爸，想起来了吗？,他/我/爸爸/是/记忆/？,
train-00414,A,他是我同学。,他/我/同学/是/。,
train-00415,A,他脾气好。,他/脾气/好/。,
train-00416,A,他有丰富的常识。,他/常识/丰富/。,
train-00417,A,他收入高。,他/收入/高/。,
train-00418,A,他记忆力很强。,他/记忆/力/强/。,
train-00419,A,他碰巧去了国外。,他/碰巧1/外/国家/去/。,
train-00420,A,他正忙于处理一些重要的工作。,他/重要/工作2/解决/忙/。,
train-00421,A,他比我上次见面时又胖了。,他/比/上/次/见面/更2/胖/。,
train-00422,A,他比我小2岁。,他/年龄/比/我/小/2/。,
train-00423,A,他永远都不可能有爱情。,他/一直/爱情/有/不/可能1/。,
train-00424,A,他激烈地拒捕。,他/激动/反抗/逮捕/。,
train-00425,A,他的不辞而别引起我的好奇心。,他/说/没有/走/引/我/奇怪1/。,
train-00426,A,他的书上周出版了。,他/书/上/周/出版/。,
train-00427,A,他的儿子发烧了。,他/儿子2/发烧/。,
train-00428,A,他的名字我想不起来了。,他/名字/记忆/不行2/。,
train-00429,A,他的工作态度相当不认真。,他/工作1/态度/认真/不/。,
train-00430,A,他的样子总是滑稽可笑。,他/样子/经常/滑稽/。,
train-00431,A,他的理解力很强。,他/理解/力/强/。,
train-00432,A,他的耳朵痛，该怎么办？,他/耳/疼痛2/怎么/？,
train-00433,A,他看上去闷闷不乐。,他/看/苦闷/。,
train-00434,A,他真厉害。,他/真1/厉害/。,
train-00435,A,他真的这么说了吗？,他/真/这/样子/说/？,
train-00436,A,他答应明天还钱。,他/答应/明天/还/钱/。,
train-00437,A,他紧握住我的双手。,他/紧/我/手/。,
train-00438,A,他经常喝奶茶。,他/经常/喝/奶茶/。,奶茶
train-00439,A,他盖上被子。,他/被子/。,
train-00440,A,他继续说他的事迹。,他/继续/说/自己/事/。,
train-00441,A,他缺乏勇气。,他/勇敢/气/不够/。,气
train-00442,A,他辜负他的妻子。,他/辜负/他/妻子/。,
train-00443,A,他自己成立一家公司。,他/自己/成立/公司/。,
train-00444,A,他虽年轻，却很博学。,他/年轻/但是1/知识/多/。,
train-00445,A,他被发现上班时间玩QQ游戏，所以被开除了。,他/上班2/时间/玩2/Q/Q/游戏/被/发现/最后/开除/。,
train-00446,A,他被培养成一名律师。,他/被/培养/做/律师/。,
train-00447,A,他被邀请在这部电视剧里扮演一个角色。,他/被/邀请/在/这/电视/扮演/。,
train-00448,A,他讲的笑话逗得我们大笑不已。,他/说/笑/说/我们/喜欢/。,
train-00449,A,他想使我相信他是清白的。,他/想/让/我/相信/他/真/。,
train-00450,A,他说的是真的。,他/说/真/。,
train-00451,A,他说的话多气人。,他/说/别人/生气/。,
train-00452,A,他跟你很像。,他/你/像/。,
train-00453,A,他身体已发育成熟。,他/身体/发育/成熟/。,
train-00454,A,他转身离开了。,他/身体/转/走/。,
train-00455,A,他不在家吗？,他/家/不/在/？,
train-00456,A,他把自己的想法告诉了儿子。,他/想/法1/告诉/儿子/。,
train-00457,A,他送给我们一件他旅游的纪念品。,他/旅游/纪念/品/送（我）/。,品
train-00458,A,他长得像谁。,他/脸/像/谁/。,
train-00459,A,他露出了不满的表情。,他/表情/不满/。,
train-00460,A,他喜欢做慈善。,他/做/慈善/喜欢/。,
train-00461,A,他没有耐心。,他/耐心/没有/。,
train-00462,A,付款截止到什么时候？,消费1/停止/日期/？,
train-00463,A,付款日期截止到30号。,消费1/停止/日期/30/号/。,号
train-00464,A,一代人的梦想终于实现了。,代/人/梦想/实现/。,
train-00465,A,以前有过这种情况。,以前/这/情况/有/。,
train-00466,A,以后我想在院子里种上好看的。,以后/我/想/在/院子/种植/好/看/。,
train-00467,A,价格虽然比较贵，但质量好。,价格/贵/但是1/质量/好/。,
train-00468,A,价格还算合理。,价格/还/可以/。,
train-00469,A,任何一个议员都能制定法律吗？,全/议会/成员/制定/法律/可以/？,
train-00470,A,任何时候，你都可以依赖我。,都/时间/你/依靠/我/可以/。,
train-00471,A,任何时间都有热水吗？,都/时间/热/水/有/？,
train-00472,A,任何议员可以向国会提出一项法律。,都/议会/成员/提案/法律/可以/。,
train-00473,A,像是在聊家常一样。,聊天/家/常常/像/。,
train-00474,A,休息时间结束了。,休息/时间/完了/。,
train-00475,A,众人一片静默。,都/人/安静/。,
train-00476,A,众人也都开始兴师问罪。,都/人/问/罪行/。,
train-00477,A,优惠券多长时间内有效啊？,打折/票/有效2/时间/多少/？,
train-00478,A,会不会因为打折而购买自己不需要的商品？,没用2/东西/但是1/打折/买/会/？,
train-00479,A,会有新的开始的。,新1/开始/会/。,
train-00480,A,会有越来越多的人过上小康生活。,越来越1/多/人/小康/生活/有/。,
train-00481,A,会议开得很成功。,开会/成功/。,
train-00482,A,伤口还在痛吗？,伤口/还/疼痛2/？,
train-00483,A,似乎没那么必要了。,像/没必要/。,
train-00484,A,但愿他们能意见一致。,希望/他们/意见/一样/可以/。,
train-00485,A,但愿没吵醒你。,希望/噪音/影响/你/没有/。,
train-00486,A,不要干违法的事。,非法/事/做/不/。,
train-00487,A,他好浪漫。,他/恋爱/甜蜜/。,
train-00488,A,你不要纠缠我了。,你/围绕/我/不/。,
train-00489,A,他早上昏过去了。,他/早上1/昏倒/有/。,
train-00490,A,你会拼图吗？,你/拼凑/图/会/？,图
train-00491,B,但是如果我下次用它去买东西会优惠多少呢？,但是/如果/下/次/我/用/他/买/东西2/便宜/多少/？,
train-00492,B,但是我希望你可以做你想做的事。,但是/我/希望/你/想/做/事情/做/可以/。,
train-00493,B,但是手里没有现金。,但是/现在/金2/现在/没有2/。,
train-00494,B,体育强则中国强。,体育/强/中国/强/。,
train-00495,B,体育用品在几楼？,体育/用/东西2/楼层/多少/？,
train-00496,B,佛教展厅现在开放吗？,佛教/展览馆/现在/开放/？,
train-00497,B,作业放进去了吗？,作业/揣/完了/？,
train-00498,B,你一周锻炼几次？,你/一周/锻炼2/多少/次/？,
train-00499,B,你21岁了，这真是一件值得骄傲的事。,你/年龄/21/这里/事情/值/骄傲1/。,
train-00500,B,你一定是误会了。,你/一定1/误会/是/。,
train-00501,B,你一定能成功的。,你/成功1/一定1/可以/。,
train-00502,B,你一点也没有变。,你/变化/没有2/。,
train-00503,B,你一般几点吃早餐？,你/早上1/吃饭/时间/多少/？,
train-00504,B,你丈夫又打你了。,你/丈夫/又/殴打/你/。,
train-00505,B,你上班时谁来照料你的孩子？,你/上班/时候/你/孩子/谁/照顾/？,
train-00506,B,你下星期天再来看看。,你/下/星期日/再/来/看1/。,
train-00507,B,你不应该这么干的。,你/不/应该/这里/样子/做/。,
train-00508,B,你不是在开玩笑吧。,你/玩笑/是/。,
train-00509,B,你不是这么说的。,你/以前/这里/样子/说/不是/。,
train-00510,B,你不能和其他的员工很好地合作。,你/和/他/职员/合作/好/不行/。,
train-00511,B,你不舒服吗？,你/不/舒服/是/？,
train-00512,B,你不要乱发脾气。,你/自由/生气/不/。,
train-00513,B,你不要冲动。,你/冲动/不/。,
train-00514,B,你不要把汤煮太久了。,你/汤/煮/悠久/不/。,
train-00515,B,你不觉得你放的洗洁精太多了吗？,洗洁精/多/你/感觉/没有2/？,
train-00516,B,你不说我也会做的。,你/说/没有2/我/一样/会/做/。,
train-00517,B,你性格上最大的特点是什么？,你/自己/性质/最2/大/特点/是/什么/？,
train-00518,B,你为什么不与我一起搭车？,你/不/和/我/搭车/为什么/？,
train-00519,B,你为什么不吃？,你/不/吃/为什么/？,
train-00520,B,你为什么不吃这些海鲜？,这里/海/新鲜/不/吃/为什么/？,
train-00521,B,你为什么喜欢我？,你/喜欢/我/为什么/？,
train-00522,B,你为什么在洗手间这么长时间？,你/在/卫生间/悠久/为什么/？,
train-00523,B,你为什么开我的车？,我/轿车/你/驾驶/为什么/？,
train-00524,B,你为什么把汤倒掉？,汤/倒/为什么/？,
train-00525,B,你为什么那么努力呢？,你/努力/为什么/？,
train-00526,B,你为什么这么说呢？,你/说/这里/为什么/？,
train-00527,B,你为什么这样做？,你/做/这里/为什么/？,
train-00528,B,你为何还要叹气啊？,你/又/叹气/为什么/？,
train-00529,B,你也别想好过。,你/生活/舒服/不行/。,
train-00530,B,你也许可以试试。,你/实验1/可以/。,
train-00531,B,你买了套装，可以免费到我们这里来做护肤。,配套/东西2/你/买/了/来/我们/这里/保护/皮肤/免费/可以/。,
train-00532,B,你胡说什么呢。,你/胡说2/什么/。,
train-00533,B,你什么时候出差？,你/出差/什么/时候/？,
train-00534,B,你什么时候回家？,你/回家1/什么/时候/？,
train-00535,B,你什么时候回来的？,你/什么/时候/来/？,
train-00536,B,你什么时候开始做作业？,你/什么/时候/开始/写字/作业/？,
train-00537,B,你什么时候搬家？,你/搬家/什么/时候/？,
train-00538,B,你什么时候能做完作业？,你/作业/什么/时候/写字/了/可以/？,
train-00539,B,你今天会回来的晚吗？,你/今天/回家2/晚上/是/？,
train-00540,B,你今天发挥超常了。,你/今天/发挥/超/。,
train-00541,B,你今天吃了什么？,你/今天/吃/什么/？,
train-00542,B,你今天早上看起来精神很不好。,今天/早上1/我/看1/你/精神/坏/。,
train-00543,B,你今天晚上有安排吗？,你/今天/晚上/安排/有/？,
train-00544,B,你今天有点儿不大对劲。,你/今天/少/坏/。,
train-00545,B,你今天都做了些什么呢？,你/今天/做/什么/？,
train-00546,B,你今年的课程表进度怎么样？,你/今天/年/课程/表格/进度/怎么样/？,
train-00547,B,你介意我明天请假吗？,我/明天/请假/你/生气/会/？,
train-00548,B,你从哪里学会说英语的呢？,说/英语/你/哪里/学习1/会/？,英语
train-00549,B,你以为你是谁。,你/感觉/你/是/谁/。,
train-00550,B,你以前做过在这方面的工作吗？,这/关系/工作/你/以前/体会/有/？,
train-00551,B,你以前在哪里工作？,你/以前/在/哪里/工作/？,
train-00552,B,你以前担任过什么职务？,你/以前/职务/履历/什么/？,
train-00553,B,你们不吃完，我们哪儿也不去。,你/吃/完了/没有2/我们/哪里/都/不/去/。,
train-00554,B,你不用客气。,你/客气/不/。,
train-00555,B,你们不要吵架了。,你们/吵架/不/。,
train-00556,B,你们2个不要吵架了。,你俩/吵架/不/。,
train-00557,B,你们也是去看展览吗？,展示/你们/一样/去/看1/？,
train-00558,B,你们今晚有空房吗？,你们/今天/晚上/空/房/有/？,
train-00559,B,你们先吃饭吧。,你们/首先/吃饭/。,
train-00560,B,你们去我就去。,你们/去/我/去/。,
train-00561,B,你们可以免费上门帮我安装吗？,你们/来/我/家/帮助（我）/安装/可以/？,
train-00562,B,你们可以提供哪些饮料？,饮料/你们/提供/哪几个/？,
train-00563,B,你们同意我说的吗？,我/说/你们/同意1/？,
train-00564,B,你们国家的政治体系是如何运作的？,你们/国家/政治/体系/怎么/做/？,
train-00565,B,你们在哪里拍婚纱照？,结婚/照片/你们/在/哪里/摄影/？,
train-00566,B,你们大概什么时候会作出决定？,你们/差不多/什么/时候/决定/？,
train-00567,B,你家的狗狗真可爱。,你/家/狗1/可以/爱/。,
train-00568,B,你们将给我安排什么职位？,你们/准备/（你）给（我）/安排/什么/职位/？,
train-00569,B,你们不必上去了。,你们/上/去/不/。,
train-00570,B,你们干嘛？,你们/做/什么/？,
train-00571,B,你们怎么穿成这个样子？,你们/穿/这里/样子/为什么/？,
train-00572,B,你们计划在哪里度蜜月？,你们/计划/蜜月/哪里/生活/？,
train-00573,B,你们提供分期付款方式购买的服务吗？,分开2/期间/钱/消费1/买/方法/服务/你们/提供/可以/？,
train-00574,B,你们搬进新房了吗？,新1/房子/你们/搬家/完了/？,
train-00575,B,你们收信用卡吗？,信用卡/你们/接受/？,
train-00576,B,你们是不是在招聘文职秘书？,写字/工作/秘书/你们/现在/招聘/是/？,
train-00577,B,你们是怎么庆祝生日的呢？,生日1/你们/怎么/庆祝/？,
train-00578,B,你们有什么样的房子出租？,你们/出租/房子/样子/什么/？,
